Mission_Name,Launch_Date_Normalized,Launch_Year,Decade,Country_Group,Country,Agency,Launch_Vehicle,Rocket_Family,Launch_Site,Launch_Complex,Mission_Type,Orbit_Class,Satellite_Mass_kg,Mission_Outcome,Spacecraft_Status,Estimated_Cost_USD_M,Fuel_Type,Operational_Life_Years,Notes,Launch_ID,Data_Source,Dataset_Source
Juno II | S-45,2/25/1961,1961,1960s,USA,USA,ABMA (USA),Juno II,Juno,"Cape Canaveral SFS, FL, USA",Launch Complex 26B,Unknown,Unknown,,Failure,,,,,No description,9108d8aa-7a81-4cc3-95fd-0ae43e8673cf,Launch Library 2,CLEANED_COMPLETE
Little Joe | LJ-5A,3/18/1961,1961,1960s,USA,USA,NASA,Little Joe,Little Joe,"Wallops Flight Facility, Virginia, USA",Launch Area 1,Technology/Test,Suborbital,,Failure,,,,,"Uncrewed launch escape system test of the Mercury spacecraft, conducted as part of the U.S. Mercury program. It was an attempted re-test of the failed Little Joe 5 flight.",73c17f58-0aad-4a3a-9660-9253525860ec,Launch Library 2,CLEANED_COMPLETE
Redstone MRLV | Mercury-Redstone BD,3/24/1961,1961,1960s,USA,USA,NASA,Redstone,Redstone,"Cape Canaveral SFS, FL, USA",Launch Complex 5,Technology/Test,Suborbital,,Success,,,,,"Mercury-Redstone BD was an uncrewed booster development flight in the U.S. Mercury program. It was launched on March 24, 1961 from Launch Complex 5 at Cape Canaveral, Florida. The mission used a boilerplate Mercury spacecraft and Redstone MRLV-5.",a144cbcb-0622-420a-8c52-b0af849873c7,Launch Library 2,CLEANED_COMPLETE
Delta DM-19 | Explorer 10,3/25/1961,1961,1960s,USA,USA,USAF,Delta DM-19,Thor,"Cape Canaveral SFS, FL, USA",Space Launch Complex 17A,Unknown,Unknown,,Success,,,,,No description,a2b07d66-8851-4880-8eee-95248c6e79f5,Launch Library 2,CLEANED_COMPLETE
Thor DM-21 Agena-B | Discoverer 22,3/30/1961,1961,1960s,USA,USA,USAF,Thor DM-21 Agena-B,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 1W,Unknown,Unknown,,Failure,,,,,No description,8f46f0c6-b0b8-4440-bd54-d2be03511c78,Launch Library 2,CLEANED_COMPLETE
Thor DM-21 Agena-B | KH-5 2,4/8/1961,1961,1960s,USA,USA,USAF,Thor DM-21 Agena-B,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 1E,Military/Reconnaissance,LEO,,Success,,,,,"KH-5 (Keyhole 5, codenamed Argon) was the area survey component of the Corona program.",b1a75709-2ff8-497d-aa70-51b38d441cd6,Launch Library 2,CLEANED_COMPLETE
Trailblazer 1 | Trailblazer 1g,4/21/1961,1961,1960s,USA,USA,NASA,Trailblazer 1,Trailblazer,"Wallops Flight Facility, Virginia, USA",Unknown Pad,Technology/Test,Suborbital,,Success,,,,,"An experiment where an actual 'artificial meteorite' was flown. This was a 5.8 g steel pellet, which was driven into the atmosphere at 6 km/sec by a 'seventh stage', a shaped charge that accelerated the pellet after burnout of the rocket's six stage. This experiment provided a known reference by which the size of actual meteoroids could be measured according to the luminance of their trails.",f944bd44-59c9-4da1-8330-ee4541d7a5a3,Launch Library 2,CLEANED_COMPLETE
Atlas LV-3B | Mercury-Atlas 3,4/25/1961,1961,1960s,USA,USA,NASA,Atlas LV-3B,Atlas,"Cape Canaveral SFS, FL, USA",Space Launch Complex 14,Technology/Test,Suborbital,,Failure,,,,,"Uncrewed test flight of the Mercury program. The launch proceeded normally until about T+20 seconds when the pitch and roll sequence failed to initiate and the vehicle instead just continued flying straight upward, requiring early termination of the flight.",e1e4a144-47f8-489d-88ee-c41ae09cd0b7,Launch Library 2,CLEANED_COMPLETE
Juno II | Explorer 11,4/27/1961,1961,1960s,USA,USA,ABMA (USA),Juno II,Juno,"Cape Canaveral SFS, FL, USA",Launch Complex 26B,Unknown,Unknown,,Success,,,,,No description,f5303aad-0672-4825-96d6-996d83d1e7f2,Launch Library 2,CLEANED_COMPLETE
Little Joe | LJ-5B,4/28/1961,1961,1960s,USA,USA,NASA,Little Joe,Little Joe,"Wallops Flight Facility, Virginia, USA",Launch Area 4,Technology/Test,Suborbital,,Success,,,,,"Little Joe 5B was an uncrewed launch escape system test of the Mercury spacecraft, conducted as part of the US Mercury program.",646b10d8-b33b-4241-8982-3ea60a4fd3a8,Launch Library 2,CLEANED_COMPLETE
Mercury-Redstone 3,5/5/1961,1961,1960s,USA,USA,NASA,Redstone,Redstone,Cape Canaveral,,Human Spaceflight,Suborbital,1935,Success,Other,30,Liquid,0.01,Alan Shepard - first American in space,,,ENRICHED
Redstone MRLV | Mercury-Redstone 3,5/5/1961,1961,1960s,USA,USA,NASA,Redstone,Redstone,"Cape Canaveral SFS, FL, USA",Launch Complex 5,Human Spaceflight,Suborbital,,Success,,,,,"Mercury-Redstone 3, or Freedom 7, was the first United States human spaceflight, on May 5, 1961, piloted by astronaut Alan Shepard. It was the first manned flight of Project Mercury, the objective of which was to put an astronaut into orbit around the Earth and return him safely. Shepard's mission was a 15-minute suborbital flight with the primary objective of demonstrating his ability to withstand the high g-forces of launch and atmospheric re-entry.",9fe0c6ce-7858-4915-b4e3-7c93f8e56177,Launch Library 2,CLEANED_COMPLETE
Mercury-Redstone 3 (Freedom 7),5/5/1961,1961,1960s,USA,USA,NASA,Mercury-Redstone,Mercury-Redstone,Cape Canaveral,,Human Spaceflight,Suborbital,,Success,,,,,First American in space - Alan Shepard,,,CLEANED_COMPLETE
Juno II | S-45A,5/24/1961,1961,1960s,USA,USA,ABMA (USA),Juno II,Juno,"Cape Canaveral SFS, FL, USA",Launch Complex 26B,Unknown,Unknown,,Failure,,,,,No description,baf048e4-c41b-4edc-aa61-70be2837acb4,Launch Library 2,CLEANED_COMPLETE
Thor DM-21 Agena-B | KH-5 3,6/8/1961,1961,1960s,USA,USA,USAF,Thor DM-21 Agena-B,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 1W,Military/Reconnaissance,LEO,,Failure,,,,,"KH-5 (Keyhole 5, codenamed Argon) was the area survey component of the Corona program.",d94bf87d-b0eb-4935-8143-e8749e424d5c,Launch Library 2,CLEANED_COMPLETE
Thor DM-21 Agena-B | Discoverer 25,6/16/1961,1961,1960s,USA,USA,USAF,Thor DM-21 Agena-B,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 2E,Unknown,Unknown,,Success,,,,,No description,69c1757e-bb8f-4ce2-a29a-0a4aadb6a2c9,Launch Library 2,CLEANED_COMPLETE
Thor DM-21 Ablestar | Transit 4A & Injun-1 & Solrad 3,6/29/1961,1961,1960s,USA,USA,USAF,Thor DM-21 Ablestar,Thor,"Cape Canaveral SFS, FL, USA",Space Launch Complex 17B,Unknown,Unknown,,Success,,,,,No description,983ef2b2-df44-4af2-93f9-4263dd6b4571,Launch Library 2,CLEANED_COMPLETE
Scout X-1 | S-55,6/30/1961,1961,1960s,USA,USA,NASA,Scout X-1,Scout,"Wallops Flight Facility, Virginia, USA",Launch Area 3,Unknown,Unknown,,Failure,,,,,No description,fb8235f4-31ed-4726-a03a-e5322ab9cd5a,Launch Library 2,CLEANED_COMPLETE
Thor DM-21 Agena-B | Discoverer 26,7/7/1961,1961,1960s,USA,USA,USAF,Thor DM-21 Agena-B,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 1E,Unknown,Unknown,,Success,,,,,No description,8c4ef44b-a0ad-486f-b71a-f178017c6a2e,Launch Library 2,CLEANED_COMPLETE
Atlas LV-3A | MIDAS 3,7/12/1961,1961,1960s,USA,USA,USAF,Atlas Agena B,Atlas,"Vandenberg SFB, CA, USA",Space Launch Complex 3E,Unknown,Unknown,,Success,,,,,No description,ab40c85f-c07c-4735-ae84-ba41dca2569e,Launch Library 2,CLEANED_COMPLETE
Delta DM-19 | Tiros-3,7/12/1961,1961,1960s,USA,USA,USAF,Delta DM-19,Thor,"Cape Canaveral SFS, FL, USA",Space Launch Complex 17A,Unknown,Unknown,,Success,,,,,No description,ca2c7e34-2d2b-471d-83e4-5371ab8dd11f,Launch Library 2,CLEANED_COMPLETE
Redstone MRLV | Mercury-Redstone 4,7/21/1961,1961,1960s,USA,USA,NASA,Redstone,Redstone,"Cape Canaveral SFS, FL, USA",Launch Complex 5,Human Spaceflight,Suborbital,,Success,,,,,"Mercury-Redstone 4 was the second United States human spaceflight, on July 21, 1961. The suborbital Project Mercury flight was launched with a Mercury-Redstone Launch Vehicle, MRLV-8. The spacecraft, Mercury capsule #11, was nicknamed the Liberty Bell 7, and it was piloted by the astronaut Virgil ""Gus"" Grissom.",4c732b42-e40e-4ee0-a917-bf427cea9f29,Launch Library 2,CLEANED_COMPLETE
Thor DM-21 Agena-B | KH-5 4,7/21/1961,1961,1960s,USA,USA,USAF,Thor DM-21 Agena-B,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 1W,Military/Reconnaissance,LEO,,Failure,,,,,"KH-5 (Keyhole 5, codenamed Argon) was the area survey component of the Corona program.",5c685372-5050-401f-9d06-cf03a5ec4fa0,Launch Library 2,CLEANED_COMPLETE
Thor DM-21 Agena-B | Discoverer 28,8/4/1961,1961,1960s,USA,USA,USAF,Thor DM-21 Agena-B,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 1W,Unknown,Unknown,,Failure,,,,,No description,b7e331d8-dece-4041-8261-979f542f38de,Launch Library 2,CLEANED_COMPLETE
Delta DM-19 | Explorer 12,8/16/1961,1961,1960s,USA,USA,USAF,Delta DM-19,Thor,"Cape Canaveral SFS, FL, USA",Space Launch Complex 17A,Unknown,Unknown,,Success,,,,,No description,d859322c-ed6f-4de8-ab7a-8b3a19f0db60,Launch Library 2,CLEANED_COMPLETE
Blue Scout Jr | O-1,8/17/1961,1961,1960s,USA,USA,USAF,Blue Scout Jr,Blue Scout,"Cape Canaveral SFS, FL, USA",Launch Complex 18A,Earth Observation,Suborbital,,Success,,,,,A flight to measure particle densities in the Van Allen belts.,5ebb7b50-eda8-45f4-9d42-e6888d585b08,Launch Library 2,CLEANED_COMPLETE
Atlas LV-3A | Ranger 1,8/23/1961,1961,1960s,USA,USA,USAF,Atlas Agena B,Atlas,"Cape Canaveral SFS, FL, USA",Launch Complex 12,Unknown,Unknown,,Failure,,,,,No description,0590523c-4b00-445a-bdb7-2970f04c24ce,Launch Library 2,CLEANED_COMPLETE
Scout X-1 | Explorer 13,8/25/1961,1961,1960s,USA,USA,NASA,Scout X-1,Scout,"Wallops Flight Facility, Virginia, USA",Launch Area 3,Unknown,Unknown,,Failure,,,,,No description,eac7f345-ba58-4629-8757-aca1d081a6fb,Launch Library 2,CLEANED_COMPLETE
Thor DM-21 Agena-B | Discoverer 29,8/30/1961,1961,1960s,USA,USA,USAF,Thor DM-21 Agena-B,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 1W,Unknown,Unknown,,Success,,,,,No description,46c862f7-5b92-48bc-94ce-54615630154b,Launch Library 2,CLEANED_COMPLETE
Atlas LV-3A | Samos 3,9/9/1961,1961,1960s,USA,USA,USAF,Atlas Agena B,Atlas,"Vandenberg SFB, CA, USA",Space Launch Complex 3W,Unknown,Unknown,,Failure,,,,,No description,f8025d66-a0eb-469d-936f-5d8b9d49baee,Launch Library 2,CLEANED_COMPLETE
Thor DM-21 Agena-B | Discoverer 30,9/12/1961,1961,1960s,USA,USA,USAF,Thor DM-21 Agena-B,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 1E,Unknown,Unknown,,Success,,,,,No description,586f5567-b303-44a3-9ccf-bf9d582d91c3,Launch Library 2,CLEANED_COMPLETE
Atlas LV-3B | Mercury-Atlas 4,9/13/1961,1961,1960s,USA,USA,NASA,Atlas LV-3B,Atlas,"Cape Canaveral SFS, FL, USA",Space Launch Complex 14,Technology/Test,LEO,,Success,,,,,Mercury-Atlas 4 was an uncrewed suborbital test flight of the Mercury program.,c65cb588-b553-4cdd-a9ce-ba7878d45495,Launch Library 2,CLEANED_COMPLETE
Thor DM-21 Agena-B | Discoverer 31,9/17/1961,1961,1960s,USA,USA,USAF,Thor DM-21 Agena-B,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 2E,Unknown,Unknown,,Success,,,,,No description,2c9a3d0b-55b8-4900-9082-fe61b08034d1,Launch Library 2,CLEANED_COMPLETE
Thor DM-21 Agena-B | Discoverer 32,10/13/1961,1961,1960s,USA,USA,USAF,Thor DM-21 Agena-B,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 1W,Unknown,Unknown,,Success,,,,,No description,b5d2389b-8dba-40be-b5ac-8acb316d5518,Launch Library 2,CLEANED_COMPLETE
Scout X-1 | P-21,10/19/1961,1961,1960s,USA,USA,NASA,Scout X-1,Scout,"Wallops Flight Facility, Virginia, USA",Launch Area 3,Earth Observation,Suborbital,,Success,,,,,A flight carrying plasma and aeronomy research payloads on a suborbital trajectory,1e00999b-1a44-43c8-a636-2c98ff6b0d3d,Launch Library 2,CLEANED_COMPLETE
Atlas LV-3A | MIDAS 4 & Westford-1,10/21/1961,1961,1960s,USA,USA,USAF,Atlas Agena B,Atlas,"Vandenberg SFB, CA, USA",Space Launch Complex 3E,Unknown,Unknown,,Success,,,,,No description,ca8c7e27-d18a-4caf-ae73-6cf4bda73171,Launch Library 2,CLEANED_COMPLETE
Thor DM-21 Agena-B | Discoverer 33,10/23/1961,1961,1960s,USA,USA,USAF,Thor DM-21 Agena-B,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 1E,Unknown,Unknown,,Failure,,,,,No description,da1cbbc4-dbda-40c7-8868-734ff8dcb157,Launch Library 2,CLEANED_COMPLETE
Saturn I | Saturn SA-1,10/27/1961,1961,1960s,USA,USA,NASA,Saturn I,Saturn,"Cape Canaveral SFS, FL, USA",Launch Complex 34,Technology/Test,Suborbital,,Success,,,,,First test flight of the Saturn I launch vehicle and first mission of the Apollo program.,5aff8c15-abef-45a5-bab0-567e829cd97d,Launch Library 2,CLEANED_COMPLETE
Blue Scout II | Mercury-Scout 1,11/1/1961,1961,1960s,USA,USA,NASA,Blue Scout II,Blue Scout,"Cape Canaveral SFS, FL, USA",Launch Complex 18B,Communication,LEO,,Failure,,,,,"Mercury-Scout 1, or MS-1, was a United States spacecraft intended to test tracking stations for Project Mercury flights. The launch of Mercury-Scout 1 on November 1, 1961 was unsuccessful, and the satellite failed to achieve orbit.",5b288b8a-3861-4114-828f-8b1a363c6b73,Launch Library 2,CLEANED_COMPLETE
Thor DM-21 Agena-B | Discoverer 34,11/5/1961,1961,1960s,USA,USA,USAF,Thor DM-21 Agena-B,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 2E,Unknown,Unknown,,Failure,,,,,No description,b4fd8512-5538-4b32-b151-e6fe024fcf60,Launch Library 2,CLEANED_COMPLETE
Thor DM-21 Ablestar | Transit 4B & TRAAC,11/15/1961,1961,1960s,USA,USA,USAF,Thor DM-21 Ablestar,Thor,"Cape Canaveral SFS, FL, USA",Space Launch Complex 17B,Unknown,Unknown,,Success,,,,,No description,24c7c2a8-5066-4908-b147-74e5dd1d23e3,Launch Library 2,CLEANED_COMPLETE
Thor DM-21 Agena-B | Discoverer 35,11/15/1961,1961,1960s,USA,USA,USAF,Thor DM-21 Agena-B,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 1W,Unknown,Unknown,,Success,,,,,No description,3303756b-7c89-4b0d-8a2a-56c6ac123cf9,Launch Library 2,CLEANED_COMPLETE
Atlas LV-3A | Ranger 2,11/18/1961,1961,1960s,USA,USA,USAF,Atlas Agena B,Atlas,"Cape Canaveral SFS, FL, USA",Launch Complex 12,Unknown,Unknown,,Failure,,,,,No description,aadc8a1d-6ea1-4faf-a854-c271566d098f,Launch Library 2,CLEANED_COMPLETE
Atlas LV-3A | Samos 4,11/22/1961,1961,1960s,USA,USA,USAF,Atlas Agena B,Atlas,"Vandenberg SFB, CA, USA",Space Launch Complex 3W,Unknown,Unknown,,Failure,,,,,No description,602ee780-2016-45a3-9baa-802574b6548f,Launch Library 2,CLEANED_COMPLETE
Atlas LV-3B | Mercury-Atlas 5,11/29/1961,1961,1960s,USA,USA,NASA,Atlas LV-3B,Atlas,"Cape Canaveral SFS, FL, USA",Space Launch Complex 14,Technology/Test,LEO,,Success,,,,,"Mercury-Atlas 5 was an American spaceflight of the Mercury program. It was launched on November 29, 1961, with Enos, a chimpanzee, aboard. The craft orbited the Earth twice and splashed down about 200 miles (320 km) south of Bermuda, and Enos became the first primate from the United States and the third great ape to orbit the Earth.",c68999b7-a4bc-4510-ae6d-60fd1a9618c5,Launch Library 2,CLEANED_COMPLETE
Blue Scout Jr | Blue Scout Jr. O-2,12/4/1961,1961,1960s,USA,USA,USAF,Blue Scout Jr,Blue Scout,"Vandenberg SFB, CA, USA",Launch Complex A,Earth Observation,Suborbital,,Success,,,,,A flight carrying particle detectors. It was the only completely successful flight of the initial Blue Scout Junior program.,66201539-d2d1-402f-80fc-2314a936ad35,Launch Library 2,CLEANED_COMPLETE
Thor DM-21 Agena-B | Discoverer 36 & OSCAR 1,12/12/1961,1961,1960s,USA,USA,USAF,Thor DM-21 Agena-B,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 1W,Unknown,Unknown,,Success,,,,,No description,b72ea585-14dc-4aa7-b257-5b7f2dcb9bf0,Launch Library 2,CLEANED_COMPLETE
Atlas LV-3A | Samos 5,12/22/1961,1961,1960s,USA,USA,USAF,Atlas Agena B,Atlas,"Vandenberg SFB, CA, USA",Space Launch Complex 3E,Unknown,Unknown,,Failure,,,,,No description,8dc32887-ae1c-4d82-acf3-78726d8946e9,Launch Library 2,CLEANED_COMPLETE
Thor DM-21 Agena-B | Discoverer 37,1/13/1962,1962,1960s,USA,USA,USAF,Thor DM-21 Agena-B,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 1W,Military/Reconnaissance,LEO,,Failure,,,,,Discoverer 37 was a KH-3 (Keyhole-3) optical reconnaissance satellite.,83f07d31-0783-4bbe-b84d-229836c4c07b,Launch Library 2,CLEANED_COMPLETE
Thor DM-21 Ablestar | 5 Payloads Rideshare,1/24/1962,1962,1960s,USA,USA,USAF,Thor DM-21 Ablestar,Thor,"Cape Canaveral SFS, FL, USA",Space Launch Complex 17B,Other,LEO,,Failure,,,,,"Rideshare launch carrying LOFTI 2, SECOR, Poppy 1, Injun 2 and Surcal 1.",d5e7b928-9733-4887-86d0-fbc53331e322,Launch Library 2,CLEANED_COMPLETE
Atlas Agena B | Ranger 3,1/26/1962,1962,1960s,USA,USA,USAF,Atlas Agena B,Atlas,"Cape Canaveral SFS, FL, USA",Launch Complex 12,Lunar Exploration,Heliocentric,,Success,,,,,"Ranger 3 was a spacecraft designed to transmit pictures of the lunar surface during the last 10 minutes prior to impacting the Moon. A malfunction in the booster guidance system resulted in excessive spacecraft speed. Ranger 3 missed the Moon by 36,800 km and is now in a heliocentric orbit.",427b571c-e04b-4ad1-8ccd-3235674f1cc2,Launch Library 2,CLEANED_COMPLETE
Thor Delta | Tiros 4,2/8/1962,1962,1960s,USA,USA,USAF,Thor Delta,Thor,"Cape Canaveral SFS, FL, USA",Space Launch Complex 17A,Earth Observation,SSO,,Success,,,,,NASA's TIROS (Television & Infra-Red Observation Satellite) program was the first experimental weather satellite program.,84e3f7f7-33dc-4a22-9467-984ab44f42f6,Launch Library 2,CLEANED_COMPLETE
Mercury-Atlas 6,2/20/1962,1962,1960s,USA,USA,NASA,Atlas D,Atlas,Cape Canaveral,,Human Spaceflight,LEO,1935,Success,Other,50,Liquid,0.02,John Glenn - first American to orbit Earth,,,ENRICHED
Atlas LV-3B | Mercury-Atlas 6,2/20/1962,1962,1960s,USA,USA,NASA,Atlas LV-3B,Atlas,"Cape Canaveral SFS, FL, USA",Space Launch Complex 14,Human Spaceflight,LEO,,Success,,,,,"Mercury-Atlas 6 was the third crewed spaceflight for the United States. The spacecraft, named Friendship 7, completed three orbits making John Glenn the first United States astronaut to orbit Earth. The mission lasted for 4 hours, 55 minutes & 23seconds.",ef68f324-c31b-471c-b401-2ce64aaa229c,Launch Library 2,CLEANED_COMPLETE
Mercury-Atlas 6 (Friendship 7),2/20/1962,1962,1960s,USA,USA,NASA,Mercury-Atlas,Mercury-Atlas,Cape Canaveral,,Human Spaceflight,LEO,,Success,,,,,First American to orbit Earth - John Glenn,,,CLEANED_COMPLETE
Thor DM-21 Agena-B | P-102 Group 0-D,2/21/1962,1962,1960s,USA,USA,USAF,Thor DM-21 Agena-B,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 1E,Military/Reconnaissance,LEO,,Success,,,,,ELINT/SIGINT satellite using a tube-type F1 receiver with S-band horn antennas.,118a5b69-3c6f-41f3-9b4c-9297b522d33d,Launch Library 2,CLEANED_COMPLETE
Thor DM-21 Agena-B | KH-4 1,2/27/1962,1962,1960s,USA,USA,USAF,Thor DM-21 Agena-B,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 1W,Military/Reconnaissance,LEO,,Success,,,,,The KH-4 (Keyhole-4) was fourth version in the Corona-program to build an optical reconnaissance satellite.,d6772a56-b47e-425c-a445-206613749e26,Launch Library 2,CLEANED_COMPLETE
Atlas Agena B | Samos 6,3/7/1962,1962,1960s,USA,USA,USAF,Atlas Agena B,Atlas,"Vandenberg SFB, CA, USA",Space Launch Complex 3E,Military/Reconnaissance,Polar,,Success,,,,,High-resolution reconnaissance satellite with film return via reentry capsule.,a0a5ef8a-f0f1-490b-a444-a74040aed356,Launch Library 2,CLEANED_COMPLETE
Thor Delta | OSO 1,3/7/1962,1962,1960s,USA,USA,USAF,Thor Delta,Thor,"Cape Canaveral SFS, FL, USA",Space Launch Complex 17A,Science/Astrophysics,LEO,,Success,,,,,"OSO (Orbital Solar Observatory) satellite. Its purpose was to return data on the ultraviolet, X-ray and gamma ray emissions of the sun and galaxy.",953e56aa-e627-4151-b9b6-626044ced647,Launch Library 2,CLEANED_COMPLETE
Scout X-2 | P-21A,3/29/1962,1962,1960s,USA,USA,NASA,Scout X-2,Scout,"Wallops Flight Facility, Virginia, USA",Launch Area 3,Earth Observation,LEO,,Success,,,,,Aeronomy mission,102e2f02-0c9f-47f0-a4b2-1583b6982d3a,Launch Library 2,CLEANED_COMPLETE
Atlas Agena B | Midas 5,4/9/1962,1962,1960s,USA,USA,USAF,Atlas Agena B,Atlas,"Vandenberg SFB, CA, USA",Space Launch Complex 3E,Military/Reconnaissance,Polar,,Success,,,,,Military Defense Alarm System satellite designed to detect ICBMs using 175 infrared detectors. This launch also carried a batch of West Ford needles.,f113636a-3c3e-4db0-b057-94449b9eb872,Launch Library 2,CLEANED_COMPLETE
Thor DM-21 Agena-B | KH-4 2,4/18/1962,1962,1960s,USA,USA,USAF,Thor DM-21 Agena-B,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 1E,Military/Reconnaissance,LEO,,Success,,,,,The KH-4 (Keyhole-4) was fourth version in the Corona-program to build an optical reconnaissance satellite.,6cafa345-f83b-4974-99ff-5fe7cb5d1797,Launch Library 2,CLEANED_COMPLETE
Atlas Agena B | Ranger 4,4/23/1962,1962,1960s,USA,USA,USAF,Atlas Agena B,Atlas,"Cape Canaveral SFS, FL, USA",Launch Complex 12,Lunar Exploration,Lunar,,Success,,,,,Ranger 4 was a spacecraft designed to softly impact the lunar surface. Its solar panels were never extended and its sun and earth acquisition system was not initiated due to a failure of a timer in its central computer. It impacted the far side of the Moon on April 26 after 64 hours of flight.,7f935a77-99ad-40dc-9dcd-9f63f04c79fe,Launch Library 2,CLEANED_COMPLETE
Saturn I | Saturn SA-2,4/25/1962,1962,1960s,USA,USA,NASA,Saturn I,Saturn,"Cape Canaveral SFS, FL, USA",Launch Complex 34,Technology/Test,Suborbital,,Success,,,,,Second test flight of the Saturn I launch vehicle. It carried an experiment for Project Highwater.,2d5166a1-579a-4a2e-b153-4caa3d4b8c42,Launch Library 2,CLEANED_COMPLETE
Atlas Agena B | Samos-E6 1,4/26/1962,1962,1960s,USA,USA,USAF,Atlas Agena B,Atlas,"Vandenberg SFB, CA, USA",Space Launch Complex 3W,Military/Reconnaissance,Polar,,Success,,,,,Samos E-6 (Satellite and Missile Observation System) was an attempt to create an medium-resolution reconnaissance satellite with film return via reentry capsule.,457af90c-8ada-4db7-9be9-3bcca545a371,Launch Library 2,CLEANED_COMPLETE
Thor Delta | Ariel 1,4/26/1962,1962,1960s,USA,USA,USAF,Thor Delta,Thor,"Cape Canaveral SFS, FL, USA",Space Launch Complex 17A,Earth Observation,LEO,,Success,,,,,Ariel is a series of British research satellites. Ariel 1 was designed to study solar radiation and its impact on Earth's ionosphere.,d2983489-21bd-47b7-aa63-54b4aa90755f,Launch Library 2,CLEANED_COMPLETE
Scout X-2 | SOLRAD 4B,4/26/1962,1962,1960s,USA,USA,US Navy,Scout X-2,Scout,"Vandenberg SFB, CA, USA",Space Launch Complex 5,Science/Astrophysics,LEO,,Failure,,,,,"SOLRAD (SOLar RADiation) 4B was a solar X-ray, ultraviolet, and electronic surveillance satellite. Developed by the United States Navy's United States Naval Research Laboratory, it was the fifth in both the SOLRAD and the GRAB (Galactic Radiation And Background) programs.",0e2da711-13e9-4730-b109-a0833296534b,Launch Library 2,CLEANED_COMPLETE
Thor DM-21 Agena-B | KH-4 3,4/29/1962,1962,1960s,USA,USA,USAF,Thor DM-21 Agena-B,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 1W,Military/Reconnaissance,LEO,,Success,,,,,The KH-4 (Keyhole-4) was fourth version in the Corona-program to build an optical reconnaissance satellite.,510c717a-a8a3-4a65-a201-2f398eb70e7b,Launch Library 2,CLEANED_COMPLETE
Trailblazer 2 | Trailblazer IIb,5/6/1962,1962,1960s,USA,USA,NASA,Trailblazer 2,Trailblazer,"Wallops Flight Facility, Virginia, USA",Unknown Pad,Earth Observation,Suborbital,,Success,,,,,Atmospheric reentry research payloads,e08b33b0-8e29-4f03-8710-031223a550c8,Launch Library 2,CLEANED_COMPLETE
Thor DM-21 Ablestar | ANNA 1A,5/10/1962,1962,1960s,USA,USA,USAF,Thor DM-21 Ablestar,Thor,"Cape Canaveral SFS, FL, USA",Space Launch Complex 17B,Earth Observation,LEO,,Failure,,,,,"ANNA 1A (Army, Navy, NASA, Air Force) was the first dedicated satellite for geodesy. It featured Xenon flashing lights and radio transponders (SECOR) for tracking the satellite.",4d464e6a-b8b2-4f2c-9c17-9bb17d80a24e,Launch Library 2,CLEANED_COMPLETE
Thor DM-21 Agena-B | KH-5 5,5/15/1962,1962,1960s,USA,USA,USAF,Thor DM-21 Agena-B,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 1E,Military/Reconnaissance,LEO,,Success,,,,,"KH-5 (Keyhole 5, codenamed Argon) was the area survey component of the Corona program.",3219ff41-e36e-4a6a-b6f8-6b66902dfdac,Launch Library 2,CLEANED_COMPLETE
Atlas LV-3B | Mercury-Atlas 7,5/24/1962,1962,1960s,USA,USA,NASA,Atlas LV-3B,Atlas,"Cape Canaveral SFS, FL, USA",Space Launch Complex 14,Human Spaceflight,LEO,,Success,,,,,"Mercury-Atlas 7 was the fourth crewed spaceflight for the United States. The spacecraft, named Aurora 7, carried the astronaut Scott Carpenter to orbit where it completed three orbits before returning to Earth. The mission lasted for 4 hours, 56 minutes & 5 seconds. Due to a targeting error during reentry the spacecraft splashed about 400 km off-course delaying the recovery efforts.",bb844564-1ae0-4af2-b2a1-f3a28195ea0f,Launch Library 2,CLEANED_COMPLETE
